Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
549,"Araria Supaul New BG Line
(East Central Railway [ECR] - I)
(705368)
(N22000177) (2265)",Bihar,"06/2018
(03/2009)","03/2024
(01/2027)","1605
(2514)",1725.95,46.9
550,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)
(N22000476) (2260)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2712.19,98.2
551,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)
(N22000207) (1904)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",369.48,86.5
552,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)
(N22000329) (2308)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",409.48,100
553,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)
(N22000472) (2309)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2102.51,93
554,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)
(N22000473) (2310)",Bihar,"03/2018
(03/2017)","06/2024
(06/2026)","1586
(1586)",1499.23,99
555,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)
(N22000350) (1753)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1581.96,98.5
556,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)
(N22000524) (9923)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",54.13,56.9
557,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)
(-) (9901)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",2.38,0.1
558,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)
(N22000489) (2094)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(12/2026)","3055
(3798.06)",2730.19,95.15
559,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)
(N22000318) (1456)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(04/2027)","1589
(1798)",1656.54,97.6
560,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)
(N22000572) (9922)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(06/2026)","1171
(1171)",420.67,100
561,"4th line between Nipania Bhatapara 14.4 Km
(South East Central Railway [SECR] - II)
(612815)
(N22000573) (-)",Chhattisgarh,"12/2022
(05/2024)","03/2027
(-)","170.49
(170.49)",9.56,15
562,"KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM]
(CAO/C/SECR)
(617200)
(-) (7527)",Chhattisgarh,"04/2025
(04/2025)","03/2031
(-)","7853.84
(7853.84)",0.64,0
563,"Dallirajhara - Rowghat New Rail Line Project, Phase-I
(Rail Vikas Nigam Limited)
(617374)
(N22000602) (-)",Chhattisgarh,"07/2009
(11/2009)","03/2025
(02/2026)","1516.45
(1881.26)",2143.72,98
564,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(Rail Vikas Nigam Limited)
(705433)
(-) (386)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628
(1628)",1440.85,82
565,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)
(-) (2095)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2026)","4970
(7448.52)",5212.72,83
566,"Boridand - Ambikapur Doubling Line Project
(South East Central Railway [SECR] - II)
(706854)
(N22000580) (-)",Chhattisgarh,"06/2022
(04/2022)","06/2030
(06/2030)","1376
(1576.72)",290.16,28
567,"4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709815)
(N22000574) (-)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(12/2027)","177.03
(177.03)",12.3,18
568,"4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709816)
(N22000575) (-)",Chhattisgarh,"09/2022
(05/2024)","02/2027
(02/2027)","177.34
(177.34)",3.42,9
569,"4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23]
(SECR)
(709817)
(N22000576) (-)",Chhattisgarh,"09/2022
(05/2024)","11/2026
(11/2026)","169.06
(169.06)",22.79,66
570,"4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23]
(SECR)
(709818)
(N22000577) (-)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(01/2027)","328.34
(328.34)",87.49,35
