Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
589,"Redevelopment of Ahmedabad railway station and associated infrastructure on
engineering, procurement and construction mode
(Rail Land Development Authority)
(613786)",Gujarat,"01/2023
(11/2023)","03/2028
(-)","2379
(2379)",820.62,24
590,"Devbhumi Dwarka [Okha] - Kanalus Doubling
(Western Railway (WR) - II)
(618972)",Gujarat,"12/2025
(12/2025)","12/2028
(-)","1456.77
(1456.77)",0,0
591,"Miyagam-Karjan-Dabhoi-Samlaya [GC]
(Western Railway [WR] - II)
(705458)",Gujarat,"01/2017
(01/2017)","03/2021
(12/2026)","483.88
(1039.13)",648.18,42
592,"Modasa-Shamlaji Road Railway Line Project
(Western Railway (WR) - II)
(706757)",Gujarat,"09/2012
(04/2008)","03/2025
(03/2026)","262
(262)",342.95,63
593,"Rajkot - Kanalus Doubling Project [111.2 Kms]
(Western Railway WR - II)
(706763)",Gujarat,"10/2021
(12/2021)","10/2026
(06/2026)","1080.58
(1080.58)",861.18,79
594,"NADIAD-PETLAD [37.26 KM]
(Railway)
(709812)",Gujarat,"05/2022
(10/2023)","06/2030
(06/2030)","461.91
(461.91)",178.33,8
595,"NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND &
BOTAD-AHMEDABAD [16.51 KM]
(Western Railway (WR) - II)
(709813)",Gujarat,"10/2022
(07/2025)","06/2028
(10/2027)","437.21
(437.21)",95.69,20
596,"Bhiwani - Dobh Bahali Doubling Project [42.30 Km]
(North Western Railway [NWR])
(611884)",Haryana,"02/2023
(02/2023)","02/2028
(02/2028)","471
(471)",235.07,67
597,"Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway
(East Central Railway [ECR] - I)
(617372)",Jharkhand,"11/2022
(11/2022)","12/2025
(03/2026)","349.22
(349.22)",118.77,71
598,"Koderma-Arigada Doubling 133.38 Km of East Central Railway
(East Central Railway [ECR] - I)
(617832)",Jharkhand,"06/2025
(06/2025)","12/2029
(-)","2887.11
(2887.11)",0,0
599,"Gomoh - Flyover for DN trains
(East Central Railway [ECR] - I)
(705765)",Jharkhand,"01/2018
(01/2018)","03/2026
(03/2026)","686
(686)",602.54,65
600,"Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection
(South Eastern Railway [SER] - I)
(705785)",Jharkhand,"08/2021
(03/2019)","06/2026
(05/2027)","473
(473)",291.12,5
601,"Pradhan Kuntha Jn Line Doubling Project
(East Central Railway [ECR] - I)
(706837)",Jharkhand,"11/2022
(11/2022)","11/2027
(11/2027)","349.22
(349.22)",118.77,71
602,"Construction of New BG line between Hassan to Belur [27 Km]
(South Western Railway [SWR] - II)
(400023)",Karnataka,"03/2019
(12/2025)","04/2028
(04/2027)","749
(749)",0.94,0
603,"Yeshvanthpur - Channasandra Doubling Project [21.70 Km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703585)",Karnataka,"04/2019
(10/2019)","03/2024
(03/2026)","314.1
(683.57)",163.55,55
604,"New Railway Line between Ginigera and Raichur [165.57 km]
(South Western Railway [SWR] - II)
(705434)",Karnataka,"03/2008
(05/2009)","03/2019
(03/2027)","2565
(3034.98)",2156.91,66
605,"Gadag-Wadi New Railway Line [257 km]
(South Western Railway [SWR] - II)
(705490)",Karnataka,"04/2013
(08/2017)","03/2027
(12/2027)","2842
(6700)",1436.64,30
606,"Kadur - Chickamagalur - Sakleshpur [93km]
(South Western Railway [SWR] - II)
(705492)",Karnataka,"01/2014
(11/2016)","06/2025
(12/2025)","825
(825)",732.7,83
607,"Bagalkot-Kudachi New Railway Line [142 km]
(South Western Railway [SWR] - II)
(705495)",Karnataka,"10/2013
(11/2012)","03/2027
(01/2027)","1378
(1649)",750.4,35
608,"Tumkur-Chitradurga-Davangere New Rail Line Project [191 km]
(South Western Railway [SWR] - II)
(705496)",Karnataka,"10/2013
(01/2017)","03/2019
(12/2027)","1876
(1876)",523.94,14
609,"Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling
(South Western Railway [SWR] - II)
(705663)",Karnataka,"02/2018
(06/2022)","02/2026
(02/2026)","493
(493)",282.53,84
610,"SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km]
(South Western Railway [SWR] - II)
(705761)",Karnataka,"09/2019
(02/2023)","12/2027
(06/2028)","1454
(1454)",81.36,12
611,"Bangalore Suburban Railway Project
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(705941)",Karnataka,"10/2020
(10/2020)","12/2026
(03/2030)","15767
(15767)",2384.86,19
612,"Belgaum-Dharwad via Kittur [73.10Km]
(South Western Railway [SWR] - II)
(706835)",Karnataka,"09/2020
(03/2025)","12/2027
(03/2029)","1591
(1591)",0.38,0
