Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
55,"EPR AMRAPALI OCP
(Ministry of Coal)
(400156)",Jharkhand,"02/2020
(02/2020)","03/2028
(-)","5136.15
(5136.15)",1168.11,42
56,"RAJRAPPA RCE OCP
(Ministry of Coal)
(400160)",Jharkhand,"12/2009
(12/2009)","03/2016
(03/2027)","510.85
(510.85)",488.69,76
57,"CHITRA EAST OC
(Eastern Coal Fields Limited [ECL])
(400172)",Jharkhand,"08/2018
(08/2018)","03/2026
(03/2028)","513.99
(513.99)",229.86,51
58,"JHARKHAND-LAIYO OCP
(Ministry of Coal)
(400352)",Jharkhand,"08/2020
(08/2020)","03/2031
(-)","764.57
(764.57)",145.81,29
59,"MOONIDIH XV SEAM UG
(Ministry of Coal)
(400425)",Jharkhand,"08/2011
(08/2011)","03/2019
(05/2026)","1230.27
(1230.27)",631.73,81
60,"2.5 MTPA PATHERDIH NLW WASHERY
(Ministry of Coal)
(611017)",Jharkhand,"10/2015
(04/2016)","04/2018
(03/2026)","334.27
(334.27)",142.64,48
61,"AMALAGAMATED NTST KUJAMA OCP 8.5MTY
(Ministry of Coal)
(611864)",Jharkhand,"01/2023
(01/2023)","03/2030
(-)","4011.85
(4011.85)",404.49,28
62,"MURAIDIH UG PROJECT
(Ministry of Coal)
(613808)",Jharkhand,"02/2011
(02/2011)","04/2014
(12/2026)","339.87
(339.87)",191,70
63,"TAPIN SOUTH EXPN
(Ministry of Coal)
(615349)",Jharkhand,"11/2020
(11/2020)","03/2028
(-)","230.41
(230.41)",22.02,20
64,"SIRKA OC
(Ministry of Coal)
(615822)",Jharkhand,"05/2020
(05/2020)","03/2028
(-)","222.82
(222.82)",140.58,53
65,"TETARIAKHAR OC
(Ministry of Coal)
(615843)",Jharkhand,"11/2019
(11/2019)","03/2025
(03/2027)","243.52
(243.52)",44.64,29
66,"CHUPERBHITA SIMLONG OCP MDO 6
(Eastern Coal Fields Limited [ECL])
(616225)",Jharkhand,"12/2023
(12/2023)","03/2037
(-)","979.08
(979.08)",0,0
67,"JARANGDIH EXPN. OCP 1.5 MTY
(CCL - CIL)
(616236)",Jharkhand,"02/2020
(02/2020)","03/2029
(-)","414.37
(414.37)",85.6,32
68,"BLOCK E OCP
(Ministry of Coal)
(616253)",Jharkhand,"03/2024
(03/2024)","03/2029
(-)","5850.83
(5850.83)",20.32,3
69,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of
affected families in Jharia Coalfield- Reg.
(Bharat Coking Coal Limited (BCCL))
(617416)",Jharkhand,"06/2025
(07/2025)","12/2028
(-)","5940.47
(5940.47)",0,8
70,"AMADAND OCP[4.0MTY]
(Ministry of Coal)
(400148)",Madhya Pradesh,"03/2016
(03/2016)","03/2021
(03/2027)","869.44
(869.44)",275.35,75
71,"RAMPUR BATURA OCP [4.0MTY]
(South Eastern Coalfields Limited [SECL])
(400152)",Madhya Pradesh,"07/2019
(07/2019)","03/2026
(-)","1248.93
(1248.93)",498.04,44
72,"BLOCK B EXPANSION [3.5 TO 8.0
(Northern Coalfields Limited [NCL])
(400162)",Madhya Pradesh,"07/2019
(07/2019)","03/2023
(03/2027)","998.71
(998.71)",470.87,47
73,"NIGAHI EXPANSION [15 TO 25 MTP
(Northern Coalfields Limited [NCL])
(400321)",Madhya Pradesh,"11/2020
(11/2020)","03/2025
(03/2028)","1729.68
(1729.68)",833.62,48
74,"KANCHAN OC EXP
(South Eastern Coalfields Limited [SECL])
(613802)",Madhya Pradesh,"12/2014
(12/2014)","03/2026
(-)","371.04
(371.04)",144.61,58
75,"JHIRIA WEST OCP [1.5 MTY]
(South Eastern Coalfields Limited [SECL])
(613803)",Madhya Pradesh,"01/2024
(01/2024)","03/2029
(-)","366.94
(366.94)",34.07,41
76,"RPR TAWA-III UG 0.84 MTY
(Western Coalfields Limited [WCL])
(613804)",Madhya Pradesh,"12/2021
(12/2021)","03/2027
(-)","314.09
(314.09)",6.84,17
77,"AMALGAMATED DHANKASA & JAMUNIA
(Western Coalfields Limited [WCL])
(615185)",Madhya Pradesh,"09/2022
(09/2022)","03/2027
(-)","399.2
(399.2)",93.52,66
78,"RPR OF VISHNUPURI UG TO OC
(Western Coalfields Limited [WCL])
(615187)",Madhya Pradesh,"11/2022
(11/2022)","03/2029
(-)","220.62
(220.62)",0,11
79,"URDHAN EXPANSION OC COST PLUS
(Western Coalfields Limited [WCL])
(615194)",Madhya Pradesh,"07/2022
(01/2023)","03/2031
(-)","206.88
(206.88)",27.19,0
80,"SHARDA UG MINE
(Western Coalfields Limited [WCL])
(615195)",Madhya Pradesh,"07/2022
(09/2023)","03/2028
(-)","166.25
(166.25)",5.08,9
81,"GANDHIGRAM UG MINE
(Western Coalfields Limited [WCL])
(615206)",Madhya Pradesh,"08/2019
(08/2019)","03/2026
(-)","414.15
(414.15)",15.52,56
82,"BHATADI EXPANSION OC
(Western Coalfields Limited [WCL])
(400033)",Maharashtra,"02/2020
(05/2022)","03/2028
(-)","580.61
(580.61)",73.77,28
83,"AMALGAMATED YEKONA I & YEKONA
(Western Coalfields Limited [WCL])
(400177)",Maharashtra,"08/2015
(08/2015)","03/2025
(03/2026)","727.28
(727.28)",539.93,80
84,"DINESH[MAKARDHOKRA-III] OC
(Western Coalfields Limited [WCL])
(400178)",Maharashtra,"02/2020
(02/2020)","03/2027
(-)","822.88
(822.88)",621.94,34
85,"DHUPTALA OC [SASTI UG TO OC ]
(Western Coalfields Limited [WCL])
(400353)",Maharashtra,"02/2019
(10/2021)","03/2028
(-)","711.01
(711.01)",169.11,19
