Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
400,"Setting up Polypropylene Unit at Kochi Refinery
(MinistryofPetroleumNaturalGas)
(709799)",Kerala,"12/2023
(12/2023)","10/2027
(10/2027)","4460
(4460)",308.59,17
401,"Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants
and expansion of Refinery
(MinistryofPetroleumNaturalGas)
(709798)",Madhya Pradesh,"05/2023
(05/2023)","05/2028
(05/2028)","43367
(43367)",1955,16
402,"Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import
Terminal
(Department of Water Resources, River Development & GR)
(400158)",Maharashtra,"04/2021
(04/2021)","02/2024
(12/2025)","1164.69
(1629.86)",958.12,89
403,"500 KTA PDHPP Project, Usar
(Ministry of Petroleum & Natural Gas)
(400168)",Maharashtra,"04/2021
(04/2021)","04/2025
(12/2025)","8797
(11256)",7122.88,86
404,"Construction of lube oil blending plant at Rasayani
(Ministry of Petroleum & Natural Gas)
(610985)",Maharashtra,"05/2022
(05/2022)","12/2023
(12/2025)","423.39
(526.26)",313,82
405,"Lube Modernization & Bottom Upgradation Project at Mumbai Refinery
(Ministry of Petroleum and Natural Gas)
(616933)",Maharashtra,"12/2024
(12/2024)","03/2028
(03/2028)","4679
(4679)",211.77,5
406,"HP TDAE Unit in Mumbai Refinery
(Hindustan Petroleum Corporation Limited)
(709760)",Maharashtra,"06/2024
(06/2024)","04/2026
(04/2026)","240
(240)",44.87,54
407,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts
(MinistryofPetroleumNaturalGas)
(709771)",Maharashtra,"03/2022
(03/2022)","09/2031
(09/2031)","865
(865)",71.43,3
408,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(MinistryofPetroleumNaturalGas)
(709780)",Maharashtra,"04/2022
(04/2022)","08/2026
(08/2026)","341.43
(436.14)",289.06,52
409,"ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport
(Indian Oil Corporation Limited [IOCL])
(709782)",Maharashtra,"08/2022
(08/2022)","08/2025
(03/2026)","165
(165)",94.21,78
410,"Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR
(Bharat Petroleum Corporation Limited [BPCL])
(709789)",Maharashtra,"03/2023
(03/2023)","07/2025
(12/2025)","405
(343)",214.5,92
411,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)",Maharashtra,"05/2023
(05/2023)","05/2026
(05/2026)","2585
(2585)",711.91,65
412,"Part Replacement Pipeline Project [PRPP]
(Oil and Natural Gas Corporation Limited [ONGC])
(709846)",Maharashtra,"11/2022
(11/2022)","05/2024
(12/2025)","1219.48
(1145.1)",745,90
413,"Visakh Raipur Pipeline Project
(Ministry of Petroleum and Natural Gas)
(616254)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","09/2024
(09/2024)","09/2027
(09/2027)","2212
(2212)",21.1,11
414,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","04/2020
(04/2020)","03/2024
(03/2026)","9265
(9265)",6603.95,86
415,"Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for
transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA
(Ministry of Petroleum & Natural Gas)
(701350)","Multi-States
(Assam, West
Bengal)","06/2021
(06/2021)","12/2024
(12/2025)","860
(860)",615.47,99
416,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02
(Hindustan Petroleum Corporation Limited)
(709757)","Multi-States
(Bihar, Jharkhand)","06/2022
(06/2022)","06/2030
(06/2030)","1377
(1377)",345.02,29
417,"Mumbai Nagpur Jharsuguda Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701354)","Multi-States
(Chhattisgarh,
Madhya Pradesh,
Maharashtra,
Odisha)","06/2020
(06/2020)","05/2023
(12/2025)","7844.25
(8255)",6661.2,96
