Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
321,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Central University of Gujarat)
(612916)",Gujarat,"12/2020
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",313.84,80
322,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(02/2026)","392.51
(454.78)",326.24,93
323,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)",Himachal Pradesh,"03/2023
(03/2024)","03/2026
(03/2026)","166.66
(166.66)",85.92,73
324,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(11/2025)","251.98
(300.45)",183.47,80
325,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(11/2025)","424.93
(500.91)",484.52,96
326,"Additional Infrastructure at IISc Bangalore-RCC Monolithic for Men Hostel S14,
Women Hostel S11 , Postdoctoral Hostel S12 2 Block , International Hostel S 12 ,
D&E Block S 12 2 Block FR.
(IISC Bangalore)
(610940)",Karnataka,"08/2021
(08/2021)","03/2024
(12/2025)","420.41
(420.41)",364.44,99
327,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)",Kerala,"07/2017
(03/2020)","06/2022
(11/2026)","1006.45
(1217.4)",641.73,74
328,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy
& Sophisticated lab complex, Academic POD and Infrastructure for center of
excellence]
(Indian Institute of Technology, Indore)
(611957)",Madhya Pradesh,"12/2023
(04/2024)","02/2027
(-)","496.28
(496.28)",38.62,37
329,"Hostel 4 -Earlier Known as Hostel 20
(Indian Institute of Technology, Bombay)
(612135)",Maharashtra,"09/2022
(12/2023)","09/2025
(12/2025)","182.33
(182.33)",156.51,98
330,"Academic Block 1 & 2
(Indian Institute of Technology, Bombay)
(612203)",Maharashtra,"09/2022
(05/2023)","07/2026
(03/2027)","68
(263.93)",27.4,20
331,"Construction and Developement of National Institute of Technology Meghalaya
Permanent Campus at Sohra
(National Institute of Technology, Meghalaya)
(612885)",Meghalaya,"09/2009
(09/2014)","03/2022
(07/2025)","494.52
(494.52)",419.57,89
332,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl
(NIT Mizoram)
(612876)",Mizoram,"09/2009
(06/2014)","12/2029
(12/2029)","474.23
(474.23)",167.55,4
333,"Establishment of NIT Nagaland
(NIT Nagaland)
(613013)",Nagaland,"09/2009
(12/2014)","12/2025
(-)","275.63
(275.63)",261.24,97
334,"IISER BERHAMPUR
(Indian Institutes of Science Education and Research, Behrampur)
(610315)",Odisha,"10/2018
(09/2019)","03/2021
(12/2025)","1229.32
(773.76)",838.21,97
335,"Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II]
(National Institute of Technology, Puducherry)
(612877)",Puducherry,"09/2009
(07/2013)","12/2024
(08/2025)","618.34
(544.34)",529.9,96
336,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar,
Punjab, Phase-I
(Indian intitue of Management, Amritsar)
(605292)",Punjab,"10/2019
(07/2020)","06/2023
(12/2025)","348.31
(348.31)",290.39,91
337,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,
International Hostel 100 seater, VC Residence and Purchase of Equipment
(Central University of Punjab)
(617221)",Punjab,"08/2024
(04/2025)","10/2027
(-)","210.99
(210.99)",0,0
338,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South
Sikkim
(Sikkim University)
(609736)",Sikkim,"08/2020
(01/2022)","01/2025
(03/2026)","314.06
(314.06)",238.22,85
339,"Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District
(NIT Sikkim)
(612883)",Sikkim,"02/2024
(03/2024)","02/2028
(12/2026)","685.76
(610.76)",121.56,14
340,"Construction of Precast housing and hostels at IIT Hyderabad
(Indian Institute of Technology, Hyderabad)
(609996)",Telangana,"09/2022
(11/2022)","10/2024
(01/2026)","262
(262)",186.49,79
341,"Banaras Hindu University [ Kayakalp of Institute of Medical Sciences]
(Banaras Hindu University)
(606479)",Uttar Pradesh,"06/2020
(06/2020)","09/2022
(03/2026)","246
(246)",198.02,96
342,"Construction & Development of Infrastructural Facilities in the main campus of NIT
Uttarakhand at Sumari, Pauri Garhwal
(National Institute of Technology Uttarakhand)
(611963)",Uttarakhand,"06/2020
(04/2024)","09/2027
(-)","650.85
(650.85)",195.52,33
343,"HEFA projects on development of student hostels, playgrounds, departmental
buildings, class room complex and other campus facilities in IIT Kharagpur
(Indian Institute of Technology, Kharagpur)
(609019)",West Bengal,"06/2018
(04/2019)","03/2023
(03/2026)","500
(442)",390.6,89
,Total (29),,,,12467.21,7908.95,
,Department of Sports,,,,,,
,Education,,,,,,
344,"National Sports University [NSU], Imphal [Manipur]
(Department of Sports & Youth Affairs)
(400081)",Manipur,"NA
(01/2022)","08/2024
(11/2025)","906.47
(611.74)",553.38,94
,Total (1),,,,906.47,553.38,
